SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,SurveyDate,Quadrat_Number,CountA,CountB,CountC,CountD
12,AN,Anacapa Island,CC,Cathedral Cove,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,6/1/2022,14,1,2,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,15001,Bare Substrate,Bare Substrate,2022,6/1/2022,14,3,2,3,3
12,AN,Anacapa Island,CC,Cathedral Cove,15002,Rock,Rock,2022,6/1/2022,14,9,10,7,9
12,AN,Anacapa Island,CC,Cathedral Cove,15003,Cobble,Cobble,2022,6/1/2022,14,0,0,3,0
12,AN,Anacapa Island,CC,Cathedral Cove,15004,Sand,Sand,2022,6/1/2022,14,1,0,0,1
12,AN,Anacapa Island,CC,Cathedral Cove,1001,Chlorophyta,green algae,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,2001,Phaeophyta,brown algae (miscellaneous),2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,2003,Desmarestia,acid weed,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,2007,Cystoseira,bladder chain kelp,2022,6/1/2022,15,1,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,2010,Macrocystis pyrifera,"giant kelp, all",2022,6/1/2022,15,0,3,0,3
12,AN,Anacapa Island,CC,Cathedral Cove,2012,Eisenia arborea,"Southern sea palm, all",2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,2013,Pterygophora californica,"California sea palm, all",2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,2014,Laminaria farlowii,"oar weed, all",2022,6/1/2022,15,1,2,2,3
12,AN,Anacapa Island,CC,Cathedral Cove,2017,Sargassum horneri,"Sargassum horneri, all",2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,3001,Rhodophyta,red algae (miscellaneous),2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,3002,Corallinales,articulated coralline algae,2022,6/1/2022,15,5,1,4,3
12,AN,Anacapa Island,CC,Cathedral Cove,3003,Corallinales,encrusting coralline algae,2022,6/1/2022,15,0,3,1,2
12,AN,Anacapa Island,CC,Cathedral Cove,3004,Gelidium,agar weed,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,3005,Gigartina,sea tongue,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,4001,Plantae,miscellaneous plants (ie: diatoms),2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,5001,Porifera,sponges,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,6003,Corynactis californicus,club-tipped anemone,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,6004,Balanophyllia elegans,orange cup coral,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,6005,Astrangia lajollaensis,La Jolla cup coral,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,7001,Diopatra ornata,ornate tube worm,2022,6/1/2022,15,0,0,1,0
12,AN,Anacapa Island,CC,Cathedral Cove,7002,Phragmatopoma californica,colonial sand-tube worm,2022,6/1/2022,15,0,1,1,0
12,AN,Anacapa Island,CC,Cathedral Cove,9001,Serpulorbis squamigerus,scaled wormsnail,2022,6/1/2022,15,0,0,0,1
12,AN,Anacapa Island,CC,Cathedral Cove,10001,Bryozoa,bryozoans (miscellaneous),2022,6/1/2022,15,3,0,4,5
12,AN,Anacapa Island,CC,Cathedral Cove,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,6/1/2022,15,0,0,1,1
12,AN,Anacapa Island,CC,Cathedral Cove,11008,Pachythyone rubra,aggregated red sea cucumber,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,11010,Ophiothrix spiculata,spiny brittle star,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,12001,Tunicata,tunicates,2022,6/1/2022,15,3,2,2,1
12,AN,Anacapa Island,CC,Cathedral Cove,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,15001,Bare Substrate,Bare Substrate,2022,6/1/2022,15,0,1,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,15002,Rock,Rock,2022,6/1/2022,15,10,10,9,10
12,AN,Anacapa Island,CC,Cathedral Cove,15003,Cobble,Cobble,2022,6/1/2022,15,0,0,0,0
12,AN,Anacapa Island,CC,Cathedral Cove,15004,Sand,Sand,2022,6/1/2022,15,0,0,1,0
13,AN,Anacapa Island,LC,Landing Cove,1001,Chlorophyta,green algae,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2001,Phaeophyta,brown algae (miscellaneous),2022,6/2/2022,1,1,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2003,Desmarestia,acid weed,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2007,Cystoseira,bladder chain kelp,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2010,Macrocystis pyrifera,"giant kelp, all",2022,6/2/2022,1,6,9,0,4
13,AN,Anacapa Island,LC,Landing Cove,2012,Eisenia arborea,"Southern sea palm, all",2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2013,Pterygophora californica,"California sea palm, all",2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2014,Laminaria farlowii,"oar weed, all",2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2017,Sargassum horneri,"Sargassum horneri, all",2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,3001,Rhodophyta,red algae (miscellaneous),2022,6/2/2022,1,7,3,1,5
13,AN,Anacapa Island,LC,Landing Cove,3002,Corallinales,articulated coralline algae,2022,6/2/2022,1,1,1,2,2
13,AN,Anacapa Island,LC,Landing Cove,3003,Corallinales,encrusting coralline algae,2022,6/2/2022,1,0,1,0,0
13,AN,Anacapa Island,LC,Landing Cove,3004,Gelidium,agar weed,2022,6/2/2022,1,1,2,7,3
13,AN,Anacapa Island,LC,Landing Cove,3005,Gigartina,sea tongue,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,4001,Plantae,miscellaneous plants (ie: diatoms),2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,5001,Porifera,sponges,2022,6/2/2022,1,0,0,1,0
13,AN,Anacapa Island,LC,Landing Cove,6003,Corynactis californicus,club-tipped anemone,2022,6/2/2022,1,0,0,0,2
13,AN,Anacapa Island,LC,Landing Cove,6004,Balanophyllia elegans,orange cup coral,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6005,Astrangia lajollaensis,La Jolla cup coral,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7001,Diopatra ornata,ornate tube worm,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7002,Phragmatopoma californica,colonial sand-tube worm,2022,6/2/2022,1,1,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,9001,Serpulorbis squamigerus,scaled wormsnail,2022,6/2/2022,1,1,0,1,0
13,AN,Anacapa Island,LC,Landing Cove,10001,Bryozoa,bryozoans (miscellaneous),2022,6/2/2022,1,2,6,5,5
13,AN,Anacapa Island,LC,Landing Cove,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,6/2/2022,1,0,0,3,0
13,AN,Anacapa Island,LC,Landing Cove,11008,Pachythyone rubra,aggregated red sea cucumber,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,11010,Ophiothrix spiculata,spiny brittle star,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,12001,Tunicata,tunicates,2022,6/2/2022,1,4,3,3,5
13,AN,Anacapa Island,LC,Landing Cove,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,6/2/2022,1,3,4,4,2
13,AN,Anacapa Island,LC,Landing Cove,15001,Bare Substrate,Bare Substrate,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15002,Rock,Rock,2022,6/2/2022,1,10,10,10,10
13,AN,Anacapa Island,LC,Landing Cove,15003,Cobble,Cobble,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15004,Sand,Sand,2022,6/2/2022,1,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,1001,Chlorophyta,green algae,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2001,Phaeophyta,brown algae (miscellaneous),2022,6/2/2022,2,0,1,0,0
13,AN,Anacapa Island,LC,Landing Cove,2003,Desmarestia,acid weed,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2007,Cystoseira,bladder chain kelp,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2010,Macrocystis pyrifera,"giant kelp, all",2022,6/2/2022,2,9,8,6,6
13,AN,Anacapa Island,LC,Landing Cove,2012,Eisenia arborea,"Southern sea palm, all",2022,6/2/2022,2,0,0,0,5
13,AN,Anacapa Island,LC,Landing Cove,2013,Pterygophora californica,"California sea palm, all",2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2014,Laminaria farlowii,"oar weed, all",2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2017,Sargassum horneri,"Sargassum horneri, all",2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,3001,Rhodophyta,red algae (miscellaneous),2022,6/2/2022,2,4,5,5,5
13,AN,Anacapa Island,LC,Landing Cove,3002,Corallinales,articulated coralline algae,2022,6/2/2022,2,2,0,0,1
13,AN,Anacapa Island,LC,Landing Cove,3003,Corallinales,encrusting coralline algae,2022,6/2/2022,2,1,1,0,0
13,AN,Anacapa Island,LC,Landing Cove,3004,Gelidium,agar weed,2022,6/2/2022,2,3,7,7,5
13,AN,Anacapa Island,LC,Landing Cove,3005,Gigartina,sea tongue,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,4001,Plantae,miscellaneous plants (ie: diatoms),2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,5001,Porifera,sponges,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6003,Corynactis californicus,club-tipped anemone,2022,6/2/2022,2,0,0,1,0
13,AN,Anacapa Island,LC,Landing Cove,6004,Balanophyllia elegans,orange cup coral,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6005,Astrangia lajollaensis,La Jolla cup coral,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7001,Diopatra ornata,ornate tube worm,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7002,Phragmatopoma californica,colonial sand-tube worm,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,9001,Serpulorbis squamigerus,scaled wormsnail,2022,6/2/2022,2,1,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,10001,Bryozoa,bryozoans (miscellaneous),2022,6/2/2022,2,6,5,7,6
13,AN,Anacapa Island,LC,Landing Cove,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,6/2/2022,2,4,0,4,3
13,AN,Anacapa Island,LC,Landing Cove,11008,Pachythyone rubra,aggregated red sea cucumber,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,11010,Ophiothrix spiculata,spiny brittle star,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,12001,Tunicata,tunicates,2022,6/2/2022,2,1,7,2,2
13,AN,Anacapa Island,LC,Landing Cove,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,6/2/2022,2,2,2,3,5
13,AN,Anacapa Island,LC,Landing Cove,15001,Bare Substrate,Bare Substrate,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15002,Rock,Rock,2022,6/2/2022,2,10,10,10,10
13,AN,Anacapa Island,LC,Landing Cove,15003,Cobble,Cobble,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15004,Sand,Sand,2022,6/2/2022,2,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,1001,Chlorophyta,green algae,2022,6/2/2022,3,1,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2001,Phaeophyta,brown algae (miscellaneous),2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2003,Desmarestia,acid weed,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2007,Cystoseira,bladder chain kelp,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2010,Macrocystis pyrifera,"giant kelp, all",2022,6/2/2022,3,9,9,3,5
13,AN,Anacapa Island,LC,Landing Cove,2012,Eisenia arborea,"Southern sea palm, all",2022,6/2/2022,3,2,2,0,0
13,AN,Anacapa Island,LC,Landing Cove,2013,Pterygophora californica,"California sea palm, all",2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2014,Laminaria farlowii,"oar weed, all",2022,6/2/2022,3,4,3,0,1
13,AN,Anacapa Island,LC,Landing Cove,2017,Sargassum horneri,"Sargassum horneri, all",2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,3001,Rhodophyta,red algae (miscellaneous),2022,6/2/2022,3,5,4,7,4
13,AN,Anacapa Island,LC,Landing Cove,3002,Corallinales,articulated coralline algae,2022,6/2/2022,3,4,1,0,0
13,AN,Anacapa Island,LC,Landing Cove,3003,Corallinales,encrusting coralline algae,2022,6/2/2022,3,1,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,3004,Gelidium,agar weed,2022,6/2/2022,3,2,4,1,3
13,AN,Anacapa Island,LC,Landing Cove,3005,Gigartina,sea tongue,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,4001,Plantae,miscellaneous plants (ie: diatoms),2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,5001,Porifera,sponges,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6003,Corynactis californicus,club-tipped anemone,2022,6/2/2022,3,0,0,5,6
13,AN,Anacapa Island,LC,Landing Cove,6004,Balanophyllia elegans,orange cup coral,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6005,Astrangia lajollaensis,La Jolla cup coral,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7001,Diopatra ornata,ornate tube worm,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7002,Phragmatopoma californica,colonial sand-tube worm,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,9001,Serpulorbis squamigerus,scaled wormsnail,2022,6/2/2022,3,0,0,0,1
13,AN,Anacapa Island,LC,Landing Cove,10001,Bryozoa,bryozoans (miscellaneous),2022,6/2/2022,3,4,8,3,4
13,AN,Anacapa Island,LC,Landing Cove,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,6/2/2022,3,1,2,0,1
13,AN,Anacapa Island,LC,Landing Cove,11008,Pachythyone rubra,aggregated red sea cucumber,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,11010,Ophiothrix spiculata,spiny brittle star,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,12001,Tunicata,tunicates,2022,6/2/2022,3,4,1,1,0
13,AN,Anacapa Island,LC,Landing Cove,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,6/2/2022,3,0,6,1,2
13,AN,Anacapa Island,LC,Landing Cove,15001,Bare Substrate,Bare Substrate,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15002,Rock,Rock,2022,6/2/2022,3,10,10,10,10
13,AN,Anacapa Island,LC,Landing Cove,15003,Cobble,Cobble,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15004,Sand,Sand,2022,6/2/2022,3,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,1001,Chlorophyta,green algae,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2001,Phaeophyta,brown algae (miscellaneous),2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2003,Desmarestia,acid weed,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2007,Cystoseira,bladder chain kelp,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2010,Macrocystis pyrifera,"giant kelp, all",2022,6/2/2022,4,0,5,8,9
13,AN,Anacapa Island,LC,Landing Cove,2012,Eisenia arborea,"Southern sea palm, all",2022,6/2/2022,4,0,0,0,1
13,AN,Anacapa Island,LC,Landing Cove,2013,Pterygophora californica,"California sea palm, all",2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2014,Laminaria farlowii,"oar weed, all",2022,6/2/2022,4,0,2,2,0
13,AN,Anacapa Island,LC,Landing Cove,2017,Sargassum horneri,"Sargassum horneri, all",2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,3001,Rhodophyta,red algae (miscellaneous),2022,6/2/2022,4,3,5,6,5
13,AN,Anacapa Island,LC,Landing Cove,3002,Corallinales,articulated coralline algae,2022,6/2/2022,4,1,0,1,0
13,AN,Anacapa Island,LC,Landing Cove,3003,Corallinales,encrusting coralline algae,2022,6/2/2022,4,1,1,0,1
13,AN,Anacapa Island,LC,Landing Cove,3004,Gelidium,agar weed,2022,6/2/2022,4,9,7,8,7
13,AN,Anacapa Island,LC,Landing Cove,3005,Gigartina,sea tongue,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,4001,Plantae,miscellaneous plants (ie: diatoms),2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,5001,Porifera,sponges,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6003,Corynactis californicus,club-tipped anemone,2022,6/2/2022,4,2,1,2,0
13,AN,Anacapa Island,LC,Landing Cove,6004,Balanophyllia elegans,orange cup coral,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6005,Astrangia lajollaensis,La Jolla cup coral,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7001,Diopatra ornata,ornate tube worm,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7002,Phragmatopoma californica,colonial sand-tube worm,2022,6/2/2022,4,0,1,0,0
13,AN,Anacapa Island,LC,Landing Cove,9001,Serpulorbis squamigerus,scaled wormsnail,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,10001,Bryozoa,bryozoans (miscellaneous),2022,6/2/2022,4,6,6,8,5
13,AN,Anacapa Island,LC,Landing Cove,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,6/2/2022,4,3,4,2,4
13,AN,Anacapa Island,LC,Landing Cove,11008,Pachythyone rubra,aggregated red sea cucumber,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,11010,Ophiothrix spiculata,spiny brittle star,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,12001,Tunicata,tunicates,2022,6/2/2022,4,2,1,2,1
13,AN,Anacapa Island,LC,Landing Cove,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,6/2/2022,4,8,5,5,6
13,AN,Anacapa Island,LC,Landing Cove,15001,Bare Substrate,Bare Substrate,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15002,Rock,Rock,2022,6/2/2022,4,10,10,10,10
13,AN,Anacapa Island,LC,Landing Cove,15003,Cobble,Cobble,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15004,Sand,Sand,2022,6/2/2022,4,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,1001,Chlorophyta,green algae,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2001,Phaeophyta,brown algae (miscellaneous),2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2003,Desmarestia,acid weed,2022,6/2/2022,5,1,2,0,0
13,AN,Anacapa Island,LC,Landing Cove,2007,Cystoseira,bladder chain kelp,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2010,Macrocystis pyrifera,"giant kelp, all",2022,6/2/2022,5,10,9,1,5
13,AN,Anacapa Island,LC,Landing Cove,2012,Eisenia arborea,"Southern sea palm, all",2022,6/2/2022,5,0,2,0,0
13,AN,Anacapa Island,LC,Landing Cove,2013,Pterygophora californica,"California sea palm, all",2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2014,Laminaria farlowii,"oar weed, all",2022,6/2/2022,5,6,3,3,5
13,AN,Anacapa Island,LC,Landing Cove,2017,Sargassum horneri,"Sargassum horneri, all",2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,3001,Rhodophyta,red algae (miscellaneous),2022,6/2/2022,5,6,6,5,9
13,AN,Anacapa Island,LC,Landing Cove,3002,Corallinales,articulated coralline algae,2022,6/2/2022,5,0,0,1,0
13,AN,Anacapa Island,LC,Landing Cove,3003,Corallinales,encrusting coralline algae,2022,6/2/2022,5,0,1,0,1
13,AN,Anacapa Island,LC,Landing Cove,3004,Gelidium,agar weed,2022,6/2/2022,5,1,7,8,2
13,AN,Anacapa Island,LC,Landing Cove,3005,Gigartina,sea tongue,2022,6/2/2022,5,0,0,1,1
13,AN,Anacapa Island,LC,Landing Cove,4001,Plantae,miscellaneous plants (ie: diatoms),2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,5001,Porifera,sponges,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6003,Corynactis californicus,club-tipped anemone,2022,6/2/2022,5,0,1,0,1
13,AN,Anacapa Island,LC,Landing Cove,6004,Balanophyllia elegans,orange cup coral,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6005,Astrangia lajollaensis,La Jolla cup coral,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7001,Diopatra ornata,ornate tube worm,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7002,Phragmatopoma californica,colonial sand-tube worm,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,9001,Serpulorbis squamigerus,scaled wormsnail,2022,6/2/2022,5,1,0,1,0
13,AN,Anacapa Island,LC,Landing Cove,10001,Bryozoa,bryozoans (miscellaneous),2022,6/2/2022,5,4,5,6,7
13,AN,Anacapa Island,LC,Landing Cove,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,6/2/2022,5,3,2,5,3
13,AN,Anacapa Island,LC,Landing Cove,11008,Pachythyone rubra,aggregated red sea cucumber,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,11010,Ophiothrix spiculata,spiny brittle star,2022,6/2/2022,5,0,1,0,0
13,AN,Anacapa Island,LC,Landing Cove,12001,Tunicata,tunicates,2022,6/2/2022,5,3,4,1,2
13,AN,Anacapa Island,LC,Landing Cove,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,6/2/2022,5,2,3,6,1
13,AN,Anacapa Island,LC,Landing Cove,15001,Bare Substrate,Bare Substrate,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15002,Rock,Rock,2022,6/2/2022,5,10,10,10,10
13,AN,Anacapa Island,LC,Landing Cove,15003,Cobble,Cobble,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15004,Sand,Sand,2022,6/2/2022,5,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,1001,Chlorophyta,green algae,2022,6/2/2022,6,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2001,Phaeophyta,brown algae (miscellaneous),2022,6/2/2022,6,0,0,5,4
13,AN,Anacapa Island,LC,Landing Cove,2003,Desmarestia,acid weed,2022,6/2/2022,6,0,2,0,0
13,AN,Anacapa Island,LC,Landing Cove,2007,Cystoseira,bladder chain kelp,2022,6/2/2022,6,1,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2010,Macrocystis pyrifera,"giant kelp, all",2022,6/2/2022,6,3,0,3,1
13,AN,Anacapa Island,LC,Landing Cove,2012,Eisenia arborea,"Southern sea palm, all",2022,6/2/2022,6,3,3,1,4
13,AN,Anacapa Island,LC,Landing Cove,2013,Pterygophora californica,"California sea palm, all",2022,6/2/2022,6,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,2014,Laminaria farlowii,"oar weed, all",2022,6/2/2022,6,9,8,2,6
13,AN,Anacapa Island,LC,Landing Cove,2017,Sargassum horneri,"Sargassum horneri, all",2022,6/2/2022,6,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,3001,Rhodophyta,red algae (miscellaneous),2022,6/2/2022,6,8,6,2,3
13,AN,Anacapa Island,LC,Landing Cove,3002,Corallinales,articulated coralline algae,2022,6/2/2022,6,0,1,0,0
13,AN,Anacapa Island,LC,Landing Cove,3003,Corallinales,encrusting coralline algae,2022,6/2/2022,6,2,0,0,1
13,AN,Anacapa Island,LC,Landing Cove,3004,Gelidium,agar weed,2022,6/2/2022,6,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,3005,Gigartina,sea tongue,2022,6/2/2022,6,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,4001,Plantae,miscellaneous plants (ie: diatoms),2022,6/2/2022,6,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,5001,Porifera,sponges,2022,6/2/2022,6,0,0,2,0
13,AN,Anacapa Island,LC,Landing Cove,6003,Corynactis californicus,club-tipped anemone,2022,6/2/2022,6,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6004,Balanophyllia elegans,orange cup coral,2022,6/2/2022,6,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6005,Astrangia lajollaensis,La Jolla cup coral,2022,6/2/2022,6,0,0,0,0
